V2,V4,X
CEBPB,ADGRE1,6.252858e-03
CEBPB,C4orf46,1.722437e-01
CEBPB,SMIM14,6.016440e-02
CEBPB,EPB41,5.592433e-02
CEBPB,EPB41L2,9.906396e-02
CEBPB,ETF1,1.577953e-01
CEBPB,ETFB,8.531331e-02
CEBPB,ETFDH,1.289210e-01
CEBPB,FABP3,2.094058e-01
CEBPB,HEPACAM,2.477741e-02
CEBPB,HNRNPA3,1.609646e-01
CEBPB,VWDE,8.696177e-03
CEBPB,FDFT1,1.742166e-01
CEBPB,KCTD20,1.415241e-01
CEBPB,FGFR2,1.861735e-01
CEBPB,FGL1,1.960402e-02
CEBPB,XRN2,2.379196e-02
CEBPB,IKZF3,2.862506e-02
CEBPB,MTF2,1.246208e-01
CEBPB,SACM1L,9.387175e-02
CEBPB,RPIA,2.561098e-02
CEBPB,CNOT1,2.316336e-02
CEBPB,MYO16,5.579520e-02
CEBPB,FNBP1,1.783159e-01
CEBPB,CLASP2,2.112656e-01
CEBPB,PLXND1,8.133061e-02
CEBPB,SLC35D1,1.851929e-01
CEBPB,PSME4,1.286747e-01
CEBPB,EXOC6B,2.466235e-01
CEBPB,PPIP5K2,9.565938e-02
CEBPB,FMO5,2.089086e-01
CEBPB,KIAA0930,8.515594e-02
CEBPB,FN1,2.634922e-01
CEBPB,UBR4,1.554993e-01
CEBPB,FNBP4,1.797589e-01
CEBPB,COTL1,4.696493e-02
CEBPB,ABCA6,9.210284e-02
CEBPB,RPL13A,1.600730e-01
CEBPB,PIK3R5,4.366390e-04
CEBPB,WBP2,1.507008e-01
CEBPB,SLC7A11,8.934220e-02
CEBPB,EID1,9.209592e-02
CEBPB,TMEM9,9.683214e-02
CEBPB,FUT8,1.321521e-01
CEBPB,GPATCH11,1.920964e-01
CEBPB,MEIOB,1.432623e-02
CEBPB,ZNF718,2.022721e-01
CEBPB,POC1A,6.380550e-02
CEBPB,NOL11,1.256527e-01
CEBPB,TKFC,4.991654e-03
CEBPB,PCDHB5,2.164129e-02
CEBPB,TIMM13,1.572477e-01
CEBPB,AMPD3,2.539246e-02
CEBPB,PGAP2,1.519663e-01
CEBPB,GOT1,1.206584e-01
CEBPB,C12orf40,1.597660e-01
CEBPB,RNF149,1.867466e-01
CEBPB,COX18,1.267030e-01
CEBPB,P2RY8,9.743834e-02
CEBPB,GTF2H2,2.407425e-02
CEBPB,ABT1,1.432357e-01
CEBPB,GPR132,6.099695e-02
CEBPB,UBQLN1,2.236627e-01
